history_id,opportunity_id,stage,entered_date,exited_date,duration_days,still_in_stage,days_in_stage_so_far
117,32,Needs Analysis,2026-01-25,2026-02-12,18.0,False,
118,32,Proposal,2026-02-12,2026-03-25,41.0,False,
119,33,Qualification,2026-05-09,2026-06-06,28.0,False,
120,33,Needs Analysis,2026-06-06,2026-07-23,47.0,False,
121,33,Proposal,2026-07-23,2026-09-17,56.0,False,
122,33,Negotiation,2026-09-17,,,True,1.0
123,34,Qualification,2026-04-13,2026-04-21,8.0,False,
124,34,Needs Analysis,2026-04-21,2026-05-03,12.0,False,
125,34,Proposal,2026-05-03,2026-05-19,16.0,False,
126,34,Negotiation,2026-05-19,2026-06-03,15.0,False,
127,35,Qualification,2024-09-03,2024-09-22,19.0,False,
128,35,Needs Analysis,2024-09-22,2024-10-23,31.0,False,
129,35,Proposal,2024-10-23,2024-11-30,38.0,False,
130,35,Negotiation,2024-11-30,2025-01-07,38.0,False,
131,36,Qualification,2026-08-07,2026-08-19,12.0,False,
132,36,Needs Analysis,2026-08-19,2026-09-09,21.0,False,
133,36,Proposal,2026-09-09,,,True,9.0
134,37,Qualification,2025-06-03,2025-06-08,5.0,False,
135,37,Needs Analysis,2025-06-08,2025-06-17,9.0,False,
136,37,Proposal,2025-06-17,2025-07-07,20.0,False,
137,38,Qualification,2025-07-22,2025-08-05,14.0,False,
138,38,Needs Analysis,2025-08-05,2025-08-29,24.0,False,
139,38,Proposal,2025-08-29,2025-09-26,28.0,False,
140,38,Negotiation,2025-09-26,2025-10-25,29.0,False,
141,39,Qualification,2026-01-19,2026-01-27,8.0,False,
142,39,Needs Analysis,2026-01-27,2026-02-10,14.0,False,
143,39,Proposal,2026-02-10,2026-02-26,16.0,False,
144,39,Negotiation,2026-02-26,2026-03-14,16.0,False,
145,40,Qualification,2025-06-28,2025-07-23,25.0,False,
146,40,Needs Analysis,2025-07-23,2025-09-04,43.0,False,
147,40,Proposal,2025-09-04,2025-10-24,50.0,False,
148,40,Negotiation,2025-10-24,2025-12-14,51.0,False,
149,41,Qualification,2024-06-22,2024-06-30,8.0,False,
150,41,Needs Analysis,2024-06-30,2024-07-12,12.0,False,
151,41,Proposal,2024-07-12,2024-07-28,16.0,False,
152,41,Negotiation,2024-07-28,2024-08-12,15.0,False,
153,42,Qualification,2026-07-21,2026-08-18,28.0,False,
154,42,Needs Analysis,2026-08-18,,,True,31.0
155,43,Qualification,2024-08-26,2024-09-16,21.0,False,
156,43,Needs Analysis,2024-09-16,2024-10-21,35.0,False,
157,43,Proposal,2024-10-21,2025-01-13,84.0,False,
158,44,Qualification,2026-07-19,2026-07-25,6.0,False,
159,44,Needs Analysis,2026-07-25,2026-08-05,11.0,False,
160,44,Proposal,2026-08-05,2026-08-31,26.0,False,
161,45,Qualification,2025-07-07,2025-07-12,5.0,False,
162,45,Needs Analysis,2025-07-12,2025-07-20,8.0,False,
163,45,Proposal,2025-07-20,2025-07-29,9.0,False,
164,45,Negotiation,2025-07-29,2025-08-08,10.0,False,
165,46,Qualification,2026-06-06,2026-06-12,6.0,False,
166,46,Needs Analysis,2026-06-12,2026-06-22,10.0,False,
167,46,Proposal,2026-06-22,2026-07-15,23.0,False,
168,47,Qualification,2024-10-26,2024-11-03,8.0,False,
169,47,Needs Analysis,2024-11-03,2024-11-17,14.0,False,
170,47,Proposal,2024-11-17,2024-12-03,16.0,False,
171,47,Negotiation,2024-12-03,2024-12-19,16.0,False,
172,48,Qualification,2025-01-11,2025-01-17,6.0,False,
173,48,Needs Analysis,2025-01-17,2025-01-28,11.0,False,
174,48,Proposal,2025-01-28,2025-02-09,12.0,False,
175,48,Negotiation,2025-02-09,2025-02-22,13.0,False,
176,49,Qualification,2025-05-08,2025-05-15,7.0,False,
177,49,Needs Analysis,2025-05-15,2025-05-27,12.0,False,
178,49,Proposal,2025-05-27,2025-06-10,14.0,False,
179,49,Negotiation,2025-06-10,2025-06-24,14.0,False,
180,50,Qualification,2024-06-03,2024-06-11,8.0,False,
181,50,Needs Analysis,2024-06-11,2024-06-23,12.0,False,
182,50,Proposal,2024-06-23,2024-07-09,16.0,False,
183,50,Negotiation,2024-07-09,2024-07-24,15.0,False,
184,51,Qualification,2026-07-03,2026-07-22,19.0,False,
185,51,Needs Analysis,2026-07-22,2026-08-24,33.0,False,
186,51,Proposal,2026-08-24,,,True,25.0
187,52,Qualification,2025-04-11,2025-05-18,37.0,False,
188,52,Needs Analysis,2025-05-18,2025-07-18,61.0,False,
189,52,Proposal,2025-07-18,2025-12-13,148.0,False,
190,53,Qualification,2025-04-25,2025-04-29,4.0,False,
191,53,Needs Analysis,2025-04-29,2025-05-07,8.0,False,
192,53,Proposal,2025-05-07,2025-05-25,18.0,False,
193,54,Qualification,2025-01-12,2025-02-01,20.0,False,
194,54,Needs Analysis,2025-02-01,2025-03-07,34.0,False,
195,54,Proposal,2025-03-07,2025-04-17,41.0,False,
196,54,Negotiation,2025-04-17,2025-05-28,41.0,False,
197,55,Qualification,2026-05-03,2026-05-07,4.0,False,
198,55,Needs Analysis,2026-05-07,2026-05-14,7.0,False,
199,55,Proposal,2026-05-14,2026-05-23,9.0,False,
200,55,Negotiation,2026-05-23,2026-05-31,8.0,False,
201,56,Qualification,2025-08-09,2025-08-17,8.0,False,
202,56,Needs Analysis,2025-08-17,2025-08-31,14.0,False,
203,56,Proposal,2025-08-31,2025-09-17,17.0,False,
204,56,Negotiation,2025-09-17,2025-10-04,17.0,False,
205,57,Qualification,2024-03-02,2024-03-09,7.0,False,
206,57,Needs Analysis,2024-03-09,2024-03-20,11.0,False,
207,57,Proposal,2024-03-20,2024-04-03,14.0,False,
208,57,Negotiation,2024-04-03,2024-04-17,14.0,False,
209,58,Qualification,2026-02-11,2026-02-16,5.0,False,
210,58,Needs Analysis,2026-02-16,2026-02-25,9.0,False,
211,58,Proposal,2026-02-25,2026-03-07,10.0,False,
212,58,Negotiation,2026-03-07,2026-03-17,10.0,False,
213,59,Qualification,2025-08-22,2025-09-06,15.0,False,
214,59,Needs Analysis,2025-09-06,2025-10-01,25.0,False,
215,59,Proposal,2025-10-01,2025-11-01,31.0,False,
216,59,Negotiation,2025-11-01,2025-12-01,30.0,False,
217,60,Qualification,2025-11-02,2025-11-11,9.0,False,
218,60,Needs Analysis,2025-11-11,2025-11-25,14.0,False,
219,60,Proposal,2025-11-25,2025-12-30,35.0,False,
220,61,Qualification,2025-04-23,2025-05-02,9.0,False,
221,61,Needs Analysis,2025-05-02,2025-05-18,16.0,False,
222,61,Proposal,2025-05-18,2025-06-25,38.0,False,
223,62,Qualification,2026-04-27,2026-05-11,14.0,False,
224,62,Needs Analysis,2026-05-11,2026-06-03,23.0,False,
225,62,Proposal,2026-06-03,2026-06-30,27.0,False,
226,62,Negotiation,2026-06-30,2026-07-28,28.0,False,
227,63,Qualification,2026-03-22,2026-03-29,7.0,False,
228,63,Needs Analysis,2026-03-29,2026-04-09,11.0,False,
229,63,Proposal,2026-04-09,2026-04-22,13.0,False,
230,63,Negotiation,2026-04-22,2026-05-06,14.0,False,
231,64,Qualification,2025-07-24,2025-08-14,21.0,False,
232,64,Needs Analysis,2025-08-14,2025-09-19,36.0,False,
233,64,Proposal,2025-09-19,2025-11-01,43.0,False,
234,64,Negotiation,2025-11-01,2025-12-14,43.0,False,
235,65,Qualification,2026-05-02,2026-05-15,13.0,False,
236,65,Needs Analysis,2026-05-15,2026-06-06,22.0,False,
237,65,Proposal,2026-06-06,2026-07-02,26.0,False,
238,65,Negotiation,2026-07-02,2026-07-28,26.0,False,
239,66,Qualification,2025-04-18,2025-04-25,7.0,False,
240,66,Needs Analysis,2025-04-25,2025-05-07,12.0,False,
241,66,Proposal,2025-05-07,2025-05-22,15.0,False,
242,66,Negotiation,2025-05-22,2025-06-05,14.0,False,
243,67,Qualification,2025-09-06,2025-09-15,9.0,False,
244,67,Needs Analysis,2025-09-15,2025-10-01,16.0,False,
245,67,Proposal,2025-10-01,2025-11-08,38.0,False,
246,68,Qualification,2024-04-07,2024-05-01,24.0,False,
247,68,Needs Analysis,2024-05-01,2024-06-11,41.0,False,
248,68,Proposal,2024-06-11,2024-09-16,97.0,False,
249,69,Qualification,2025-11-16,2025-11-22,6.0,False,
250,69,Needs Analysis,2025-11-22,2025-12-02,10.0,False,
251,69,Proposal,2025-12-02,2025-12-15,13.0,False,
252,69,Negotiation,2025-12-15,2025-12-27,12.0,False,
253,70,Qualification,2024-08-26,2024-09-05,10.0,False,
254,70,Needs Analysis,2024-09-05,2024-09-21,16.0,False,
255,70,Proposal,2024-09-21,2024-10-11,20.0,False,
256,70,Negotiation,2024-10-11,2024-10-31,20.0,False,
257,71,Qualification,2024-03-06,2024-03-15,9.0,False,
258,71,Needs Analysis,2024-03-15,2024-03-30,15.0,False,
259,71,Proposal,2024-03-30,2024-04-16,17.0,False,
260,71,Negotiation,2024-04-16,2024-05-04,18.0,False,
261,72,Qualification,2024-03-13,2024-03-25,12.0,False,
262,72,Needs Analysis,2024-03-25,2024-04-14,20.0,False,
263,72,Proposal,2024-04-14,2024-05-07,23.0,False,
264,72,Negotiation,2024-05-07,2024-05-31,24.0,False,
265,73,Qualification,2025-12-01,2025-12-05,4.0,False,
266,73,Needs Analysis,2025-12-05,2025-12-12,7.0,False,
267,73,Proposal,2025-12-12,2025-12-29,17.0,False,
268,74,Qualification,2025-03-02,2025-03-11,9.0,False,
269,74,Needs Analysis,2025-03-11,2025-03-26,15.0,False,
270,74,Proposal,2025-03-26,2025-05-01,36.0,False,
271,75,Qualification,2025-10-02,2025-10-19,17.0,False,
272,75,Needs Analysis,2025-10-19,2025-11-17,29.0,False,
273,75,Proposal,2025-11-17,2025-12-21,34.0,False,
274,75,Negotiation,2025-12-21,2026-01-24,34.0,False,
275,76,Qualification,2025-01-16,2025-01-21,5.0,False,
276,76,Needs Analysis,2025-01-21,2025-01-30,9.0,False,
277,76,Proposal,2025-01-30,2025-02-19,20.0,False,
278,77,Qualification,2024-07-01,2024-07-05,4.0,False,
279,77,Needs Analysis,2024-07-05,2024-07-12,7.0,False,
280,77,Proposal,2024-07-12,2024-07-20,8.0,False,
281,77,Negotiation,2024-07-20,2024-07-28,8.0,False,
282,78,Qualification,2025-09-17,2025-09-25,8.0,False,
283,78,Needs Analysis,2025-09-25,2025-10-07,12.0,False,
284,78,Proposal,2025-10-07,2025-11-06,30.0,False,
285,79,Qualification,2026-05-29,2026-06-16,18.0,False,
286,79,Needs Analysis,2026-06-16,2026-07-16,30.0,False,
287,79,Proposal,2026-07-16,2026-08-21,36.0,False,
288,79,Negotiation,2026-08-21,,,True,28.0
289,80,Qualification,2024-08-28,2024-09-08,11.0,False,
290,80,Needs Analysis,2024-09-08,2024-09-25,17.0,False,
291,80,Proposal,2024-09-25,2024-11-07,43.0,False,
292,81,Qualification,2026-02-21,2026-03-02,9.0,False,
293,81,Needs Analysis,2026-03-02,2026-03-16,14.0,False,
294,81,Proposal,2026-03-16,2026-04-20,35.0,False,
295,82,Qualification,2026-08-13,2026-09-02,20.0,False,
296,82,Needs Analysis,2026-09-02,,,True,16.0
297,83,Qualification,2025-03-09,2025-04-07,29.0,False,
298,83,Needs Analysis,2025-04-07,2025-05-25,48.0,False,
299,83,Proposal,2025-05-25,2025-09-18,116.0,False,
300,84,Qualification,2025-08-13,2025-08-18,5.0,False,
301,84,Needs Analysis,2025-08-18,2025-08-27,9.0,False,
302,84,Proposal,2025-08-27,2025-09-06,10.0,False,
303,84,Negotiation,2025-09-06,2025-09-16,10.0,False,
304,85,Qualification,2024-12-21,2025-01-06,16.0,False,
305,85,Needs Analysis,2025-01-06,2025-02-01,26.0,False,
306,85,Proposal,2025-02-01,2025-03-05,32.0,False,
307,85,Negotiation,2025-03-05,2025-04-05,31.0,False,
308,86,Qualification,2026-03-11,2026-03-18,7.0,False,
309,86,Needs Analysis,2026-03-18,2026-03-29,11.0,False,
310,86,Proposal,2026-03-29,2026-04-11,13.0,False,
311,86,Negotiation,2026-04-11,2026-04-25,14.0,False,
312,87,Qualification,2025-10-22,2025-11-01,10.0,False,
313,87,Needs Analysis,2025-11-01,2025-11-19,18.0,False,
314,87,Proposal,2025-11-19,2025-12-10,21.0,False,
315,87,Negotiation,2025-12-10,2025-12-31,21.0,False,
316,88,Qualification,2026-01-30,2026-02-07,8.0,False,
317,88,Needs Analysis,2026-02-07,2026-02-21,14.0,False,
318,88,Proposal,2026-02-21,2026-03-25,32.0,False,
319,89,Qualification,2026-04-27,2026-05-08,11.0,False,
320,89,Needs Analysis,2026-05-08,2026-05-27,19.0,False,
321,89,Proposal,2026-05-27,2026-07-11,45.0,False,
322,90,Qualification,2025-03-21,2025-04-06,16.0,False,
323,90,Needs Analysis,2025-04-06,2025-05-03,27.0,False,
324,90,Proposal,2025-05-03,2025-06-04,32.0,False,
325,90,Negotiation,2025-06-04,2025-07-06,32.0,False,
326,91,Qualification,2024-04-24,2024-05-01,7.0,False,
327,91,Needs Analysis,2024-05-01,2024-05-12,11.0,False,
328,91,Proposal,2024-05-12,2024-05-26,14.0,False,
329,91,Negotiation,2024-05-26,2024-06-09,14.0,False,
330,92,Qualification,2024-02-13,2024-02-23,10.0,False,
331,92,Needs Analysis,2024-02-23,2024-03-10,16.0,False,
332,92,Proposal,2024-03-10,2024-04-19,40.0,False,
333,93,Qualification,2026-01-12,2026-01-25,13.0,False,
334,93,Needs Analysis,2026-01-25,2026-02-15,21.0,False,
335,93,Proposal,2026-02-15,2026-03-12,25.0,False,
336,93,Negotiation,2026-03-12,2026-04-07,26.0,False,
337,94,Qualification,2026-03-16,2026-03-22,6.0,False,
338,94,Needs Analysis,2026-03-22,2026-04-01,10.0,False,
339,94,Proposal,2026-04-01,2026-04-14,13.0,False,
340,94,Negotiation,2026-04-14,2026-04-26,12.0,False,
341,95,Qualification,2025-04-12,2025-04-18,6.0,False,
342,95,Needs Analysis,2025-04-18,2025-04-27,9.0,False,
343,95,Proposal,2025-04-27,2025-05-09,12.0,False,
344,95,Negotiation,2025-05-09,2025-05-20,11.0,False,
345,96,Qualification,2025-12-12,2025-12-18,6.0,False,
346,96,Needs Analysis,2025-12-18,2025-12-27,9.0,False,
347,96,Proposal,2025-12-27,2026-01-08,12.0,False,
348,96,Negotiation,2026-01-08,2026-01-19,11.0,False,
349,97,Qualification,2024-12-13,2024-12-21,8.0,False,
350,97,Needs Analysis,2024-12-21,2025-01-03,13.0,False,
351,97,Proposal,2025-01-03,2025-02-03,31.0,False,
352,98,Qualification,2024-05-10,2024-05-17,7.0,False,
353,98,Needs Analysis,2024-05-17,2024-05-30,13.0,False,
354,98,Proposal,2024-05-30,2024-06-13,14.0,False,
355,98,Negotiation,2024-06-13,2024-06-28,15.0,False,
356,99,Qualification,2025-03-01,2025-04-30,60.0,False,
357,99,Needs Analysis,2025-04-30,2025-08-08,100.0,False,
358,99,Proposal,2025-08-08,2025-12-06,120.0,False,
359,99,Negotiation,2025-12-06,2026-04-05,120.0,False,
360,100,Qualification,2026-05-25,2026-05-30,5.0,False,
361,100,Needs Analysis,2026-05-30,2026-06-08,9.0,False,
362,100,Proposal,2026-06-08,2026-06-19,11.0,False,
363,100,Negotiation,2026-06-19,2026-06-30,11.0,False,
364,101,Qualification,2026-01-10,2026-01-16,6.0,False,
365,101,Needs Analysis,2026-01-16,2026-01-27,11.0,False,
366,101,Proposal,2026-01-27,2026-02-22,26.0,False,
367,102,Qualification,2024-07-27,2024-08-07,11.0,False,
368,102,Needs Analysis,2024-08-07,2024-08-26,19.0,False,
369,102,Proposal,2024-08-26,2024-09-17,22.0,False,
370,102,Negotiation,2024-09-17,2024-10-09,22.0,False,
371,103,Qualification,2024-11-12,2024-11-17,5.0,False,
372,103,Needs Analysis,2024-11-17,2024-11-26,9.0,False,
373,103,Proposal,2024-11-26,2024-12-06,10.0,False,
374,103,Negotiation,2024-12-06,2024-12-16,10.0,False,
375,104,Qualification,2024-04-07,2024-04-25,18.0,False,
376,104,Needs Analysis,2024-04-25,2024-05-26,31.0,False,
377,104,Proposal,2024-05-26,2024-08-08,74.0,False,
378,105,Qualification,2026-07-21,2026-08-09,19.0,False,
379,105,Needs Analysis,2026-08-09,2026-09-09,31.0,False,
380,105,Proposal,2026-09-09,,,True,9.0
381,106,Qualification,2024-02-16,2024-02-24,8.0,False,
382,106,Needs Analysis,2024-02-24,2024-03-09,14.0,False,
383,106,Proposal,2024-03-09,2024-03-25,16.0,False,
384,106,Negotiation,2024-03-25,2024-04-11,17.0,False,
385,107,Qualification,2025-05-11,2025-06-12,32.0,False,
386,107,Needs Analysis,2025-06-12,2025-08-05,54.0,False,
387,107,Proposal,2025-08-05,2025-10-09,65.0,False,
388,107,Negotiation,2025-10-09,2025-12-13,65.0,False,
389,108,Qualification,2024-01-12,2024-01-20,8.0,False,
390,108,Needs Analysis,2024-01-20,2024-02-01,12.0,False,
391,108,Proposal,2024-02-01,2024-02-16,15.0,False,
392,108,Negotiation,2024-02-16,2024-03-02,15.0,False,
393,109,Qualification,2024-10-17,2024-10-31,14.0,False,
394,109,Needs Analysis,2024-10-31,2024-11-23,23.0,False,
395,109,Proposal,2024-11-23,2024-12-21,28.0,False,
396,109,Negotiation,2024-12-21,2025-01-18,28.0,False,
397,110,Qualification,2025-04-29,2025-05-13,14.0,False,
398,110,Needs Analysis,2025-05-13,2025-06-04,22.0,False,
399,110,Proposal,2025-06-04,2025-07-01,27.0,False,
400,110,Negotiation,2025-07-01,2025-07-28,27.0,False,
401,111,Qualification,2026-04-25,2026-05-04,9.0,False,
402,111,Needs Analysis,2026-05-04,2026-05-18,14.0,False,
403,111,Proposal,2026-05-18,2026-06-05,18.0,False,
404,111,Negotiation,2026-06-05,2026-06-22,17.0,False,
405,112,Qualification,2026-02-14,2026-02-19,5.0,False,
406,112,Needs Analysis,2026-02-19,2026-02-27,8.0,False,
407,112,Proposal,2026-02-27,2026-03-08,9.0,False,
408,112,Negotiation,2026-03-08,2026-03-18,10.0,False,
409,113,Qualification,2024-10-26,2024-11-06,11.0,False,
410,113,Needs Analysis,2024-11-06,2024-11-23,17.0,False,
411,113,Proposal,2024-11-23,2024-12-15,22.0,False,
412,113,Negotiation,2024-12-15,2025-01-05,21.0,False,
413,114,Qualification,2025-09-21,2025-10-04,13.0,False,
414,114,Needs Analysis,2025-10-04,2025-10-26,22.0,False,
415,114,Proposal,2025-10-26,2025-12-17,52.0,False,
416,115,Qualification,2024-05-08,2024-05-16,8.0,False,
417,115,Needs Analysis,2024-05-16,2024-05-28,12.0,False,
418,115,Proposal,2024-05-28,2024-06-13,16.0,False,
419,115,Negotiation,2024-06-13,2024-06-28,15.0,False,
420,116,Qualification,2024-09-16,2024-10-03,17.0,False,
421,116,Needs Analysis,2024-10-03,2024-10-31,28.0,False,
422,116,Proposal,2024-10-31,2024-12-03,33.0,False,
423,116,Negotiation,2024-12-03,2025-01-06,34.0,False,
424,117,Qualification,2025-03-03,2025-03-11,8.0,False,
425,117,Needs Analysis,2025-03-11,2025-03-24,13.0,False,
426,117,Proposal,2025-03-24,2025-04-24,31.0,False,
427,118,Qualification,2025-06-12,2025-06-15,3.0,False,
428,118,Needs Analysis,2025-06-15,2025-06-19,4.0,False,
429,118,Proposal,2025-06-19,2025-06-25,6.0,False,
430,118,Negotiation,2025-06-25,2025-06-30,5.0,False,
431,119,Qualification,2025-12-24,2026-01-03,10.0,False,
432,119,Needs Analysis,2026-01-03,2026-01-20,17.0,False,
433,119,Proposal,2026-01-20,2026-03-02,41.0,False,
434,120,Qualification,2024-09-27,2024-10-05,8.0,False,
435,120,Needs Analysis,2024-10-05,2024-10-19,14.0,False,
436,120,Proposal,2024-10-19,2024-11-04,16.0,False,
437,120,Negotiation,2024-11-04,2024-11-20,16.0,False,
438,121,Qualification,2025-03-10,2025-03-28,18.0,False,
439,121,Needs Analysis,2025-03-28,2025-04-27,30.0,False,
440,121,Proposal,2025-04-27,2025-06-03,37.0,False,
441,121,Negotiation,2025-06-03,2025-07-09,36.0,False,
442,122,Qualification,2024-06-17,2024-07-01,14.0,False,
443,122,Needs Analysis,2024-07-01,2024-07-23,22.0,False,
444,122,Proposal,2024-07-23,2024-08-20,28.0,False,
445,122,Negotiation,2024-08-20,2024-09-16,27.0,False,
446,123,Qualification,2026-04-29,2026-05-05,6.0,False,
447,123,Needs Analysis,2026-05-05,2026-05-14,9.0,False,
448,123,Proposal,2026-05-14,2026-05-25,11.0,False,
449,123,Negotiation,2026-05-25,2026-06-05,11.0,False,
450,124,Qualification,2025-03-16,2025-03-28,12.0,False,
